locus_tag	type	contig	start	end	strand	length	product	score	inference	db_xref	gene	operon	note
BSUB_02042	CDS	NC_000964.3	2139179	2139457	-	278	YokU	149.2	protein motif:Pfam-A	Pfam:PF14122.13		OP_0453:3/3	
BSUB_02043	CDS	NC_000964.3	2139454	2140869	-	1415	LAM_C	210.6	protein motif:Pfam-A	Pfam:PF12544.14		OP_0454:1/2	
BSUB_02044	CDS	NC_000964.3	2140898	2141725	-	827	Acetyltransf_1	39.9	protein motif:Pfam-A	Pfam:PF00583.32		OP_0454:2/2	
BSUB_02045	CDS	NC_000964.3	2141703	2143007	-	1304	Peptidase_M20	131.9	protein motif:Pfam-A	Pfam:PF01546.34		OP_0455:1/2	
BSUB_02046	CDS	NC_000964.3	2143022	2143675	-	653	CoA_trans	139.2	protein motif:Pfam-A	Pfam:PF01144.30		OP_0455:2/2	
BSUB_02047	CDS	NC_000964.3	2143660	2144349	-	689	CoA_trans	241.1	protein motif:Pfam-A	Pfam:PF01144.30		OP_0456:1/2	
BSUB_t0058	tRNA	NC_000964.3	2144088	2144184	-	96	tRNA-Asn		COORDINATES:profile:Aragorn				
BSUB_02048	CDS	NC_000964.3	2144356	2145690	-	1334	Aminotran_3	310.8	protein motif:Pfam-A	Pfam:PF00202.28		OP_0456:2/2	
BSUB_02049	CDS	NC_000964.3	2145671	2145826	-	155	hypothetical protein	1.9	ab initio prediction:Prodigal				
BSUB_02050	CDS	NC_000964.3	2145820	2145933	-	113	YjcZ_2	43.2	protein motif:Pfam-A	Pfam:PF09680.16		OP_0457:1/4	
BSUB_02051	CDS	NC_000964.3	2146013	2146792	-	779	Acetyltransf_1	52.4	protein motif:Pfam-A	Pfam:PF00583.32		OP_0457:2/4	
BSUB_02052	CDS	NC_000964.3	2146821	2148101	-	1280	Glycos_transf_2	86.6	protein motif:Pfam-A	Pfam:PF00535.33		OP_0457:3/4	signal_peptide:1..24;score=1.37;h_max=1.68
	signal_peptide	NC_000964.3	2148030	2148101	-	71	signal peptide (BSUB_02052)	1.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02052;cleavage_site=24
BSUB_02053	CDS	NC_000964.3	2148166	2148471	-	305	CgeC	182.9	protein motif:Pfam-A	Pfam:PF28065.1		OP_0457:4/4	
BSUB_02054	CDS	NC_000964.3	2148676	2149077	+	401	hypothetical protein	61.0	ab initio prediction:Prodigal			OP_0458:1/2	
BSUB_02055	CDS	NC_000964.3	2149084	2150037	+	953	Glyco_trans_1_2	63.2	protein motif:Pfam-A	Pfam:PF13524.13		OP_0458:2/2	
BSUB_02056	CDS	NC_000964.3	2150108	2151256	-	1148	Phytase	758.4	protein motif:Pfam-A	Pfam:PF02333.21			signal_peptide:1..21;score=1.99;h_max=2.2
	signal_peptide	NC_000964.3	2151194	2151256	-	62	signal peptide (BSUB_02056)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02056;cleavage_site=21
BSUB_02057	CDS	NC_000964.3	2151626	2152051	+	425	Polysacc_synt_2	149.6	protein motif:Pfam-A	Pfam:PF02719.22			
BSUB_02058	CDS	NC_000964.3	2152086	2152262	-	176	hypothetical protein	9.2	ab initio prediction:Prodigal			OP_0459:1/2	
BSUB_02059	CDS	NC_000964.3	2152265	2152852	-	587	hypothetical protein	45.6	ab initio prediction:Prodigal			OP_0459:2/2	
BSUB_02060	CDS	NC_000964.3	2152927	2153169	+	242	HTH_26	54.8	protein motif:Pfam-A	Pfam:PF13443.13			
BSUB_02061	CDS	NC_000964.3	2153171	2153302	-	131	hypothetical protein	5.7	ab initio prediction:Prodigal			OP_0460:1/9	
BSUB_02062	CDS	NC_000964.3	2153440	2153652	-	212	hypothetical protein	19.2	ab initio prediction:Prodigal			OP_0460:2/9	
BSUB_02063	CDS	NC_000964.3	2153718	2154080	-	362	DSR_AD1	276.6	protein motif:Pfam-A	Pfam:PF26840.1		OP_0460:3/9	
BSUB_02064	CDS	NC_000964.3	2154266	2154568	-	302	hypothetical protein	31.2	ab initio prediction:Prodigal			OP_0460:4/9	
BSUB_04270	CDS	NC_000964.3	2154599	2154673	-	74	hypothetical protein	6.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0460:5/9	small_orf;rbs_score=6.0
BSUB_02065	CDS	NC_000964.3	2154705	2154851	-	146	hypothetical protein	7.7	ab initio prediction:Prodigal			OP_0460:6/9	
BSUB_02066	CDS	NC_000964.3	2154887	2155018	-	131	hypothetical protein	0.5	ab initio prediction:Prodigal			OP_0460:7/9	
BSUB_02067	CDS	NC_000964.3	2155058	2155249	-	191	hypothetical protein	11.6	ab initio prediction:Prodigal			OP_0460:8/9	
BSUB_02068	CDS	NC_000964.3	2155293	2156120	-	827	Metallophos	64.1	protein motif:Pfam-A	Pfam:PF00149.34		OP_0460:9/9	
BSUB_02069	CDS	NC_000964.3	2156239	2156457	+	218	SASP	73.9	protein motif:Pfam-A	Pfam:PF00269.26			
BSUB_04271	CDS	NC_000964.3	2156651	2156713	-	62	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0461:1/4	small_orf;rbs_score=5.0
BSUB_02070	CDS	NC_000964.3	2156757	2157110	-	353	Phage_SPbeta_YosX	226.8	protein motif:Pfam-A	Pfam:PF26892.1		OP_0461:2/4	
BSUB_02071	CDS	NC_000964.3	2157341	2157682	-	341	hypothetical protein	12.8	ab initio prediction:Prodigal			OP_0461:3/4	
BSUB_02072	CDS	NC_000964.3	2157829	2158119	-	290	hypothetical protein	26.7	ab initio prediction:Prodigal			OP_0461:4/4	
BSUB_02073	CDS	NC_000964.3	2158439	2158684	+	245	hypothetical protein	11.1	ab initio prediction:Prodigal				signal_peptide:1..20;score=1.88;h_max=3.94
	signal_peptide	NC_000964.3	2158439	2158498	+	59	signal peptide (BSUB_02073)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02073;cleavage_site=20
BSUB_02074	CDS	NC_000964.3	2158724	2159173	-	449	GyrI-like	112.3	protein motif:Pfam-A	Pfam:PF06445.21		OP_0462:1/3	
BSUB_02075	CDS	NC_000964.3	2159268	2159696	-	428	dUTPase	58.9	protein motif:Pfam-A	Pfam:PF00692.25		OP_0462:2/3	
BSUB_02076	CDS	NC_000964.3	2159742	2159984	-	242	hypothetical protein	33.0	ab initio prediction:Prodigal			OP_0462:3/3	
BSUB_02077	CDS	NC_000964.3	2159981	2160352	-	371	Ribonuc_red_sm	61.4	protein motif:Pfam-A	Pfam:PF00268.28		OP_0463:1/3	
BSUB_02078	CDS	NC_000964.3	2160565	2161086	-	521	HNH_3	48.7	protein motif:Pfam-A	Pfam:PF13392.13		OP_0463:2/3	
BSUB_02079	CDS	NC_000964.3	2161191	2161778	-	587	Ribonuc_red_sm	184.5	protein motif:Pfam-A	Pfam:PF00268.28		OP_0463:3/3	
BSUB_02080	CDS	NC_000964.3	2162108	2164654	-	2546	Ribonuc_red_lgC	397.0	protein motif:Pfam-A	Pfam:PF02867.21		OP_0464:1/2	
BSUB_02081	CDS	NC_000964.3	2164892	2165614	-	722	RNR_N	108.0	protein motif:Pfam-A	Pfam:PF08343.16		OP_0464:2/2	
BSUB_02082	CDS	NC_000964.3	2165577	2165972	-	395	Flavodoxin_NdrI	116.8	protein motif:Pfam-A	Pfam:PF07972.17		OP_0465:1/12	
BSUB_02083	CDS	NC_000964.3	2165972	2166325	-	353	hypothetical protein	55.9	ab initio prediction:Prodigal			OP_0465:2/12	
BSUB_02084	CDS	NC_000964.3	2166413	2166613	-	200	hypothetical protein	15.8	ab initio prediction:Prodigal			OP_0465:3/12	
BSUB_02085	CDS	NC_000964.3	2166658	2166852	-	194	hypothetical protein	35.4	ab initio prediction:Prodigal			OP_0465:4/12	
BSUB_02086	CDS	NC_000964.3	2166873	2167007	-	134	hypothetical protein	18.9	ab initio prediction:Prodigal			OP_0465:5/12	signal_peptide:1..23;score=1.88;h_max=1.71
	signal_peptide	NC_000964.3	2166939	2167007	-	68	signal peptide (BSUB_02086)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02086;cleavage_site=23
BSUB_02087	CDS	NC_000964.3	2167039	2167509	-	470	YosH_C	91.2	protein motif:Pfam-A	Pfam:PF27286.1		OP_0465:6/12	
BSUB_02088	CDS	NC_000964.3	2167570	2167932	-	362	hypothetical protein	59.6	ab initio prediction:Prodigal			OP_0465:7/12	
BSUB_02089	CDS	NC_000964.3	2167975	2168100	-	125	hypothetical protein	14.0	ab initio prediction:Prodigal			OP_0465:8/12	
BSUB_02090	CDS	NC_000964.3	2168114	2168461	-	347	hypothetical protein	36.9	ab initio prediction:Prodigal			OP_0465:9/12	
BSUB_02091	CDS	NC_000964.3	2168476	2168871	-	395	hypothetical protein	35.4	ab initio prediction:Prodigal			OP_0465:10/12	
BSUB_02092	CDS	NC_000964.3	2168910	2169452	-	542	hypothetical protein	67.7	ab initio prediction:Prodigal			OP_0465:11/12	
BSUB_02093	CDS	NC_000964.3	2169497	2169676	-	179	hypothetical protein	21.2	ab initio prediction:Prodigal			OP_0465:12/12	
BSUB_02094	CDS	NC_000964.3	2169807	2169926	+	119	YjcZ_2	44.7	protein motif:Pfam-A	Pfam:PF09680.16			
BSUB_02095	CDS	NC_000964.3	2170030	2170242	-	212	hypothetical protein	9.9	ab initio prediction:Prodigal			OP_0466:1/9	
BSUB_02096	CDS	NC_000964.3	2170504	2170731	-	227	hypothetical protein	9.9	ab initio prediction:Prodigal			OP_0466:2/9	
BSUB_02097	CDS	NC_000964.3	2170771	2171136	-	365	hypothetical protein	47.8	ab initio prediction:Prodigal			OP_0466:3/9	
BSUB_02098	CDS	NC_000964.3	2171139	2171357	-	218	hypothetical protein	33.4	ab initio prediction:Prodigal			OP_0466:4/9	
BSUB_02099	CDS	NC_000964.3	2171401	2172732	-	1331	DNA_methylase	256.5	protein motif:Pfam-A	Pfam:PF00145.24		OP_0466:5/9	signal_peptide:1..31;score=1.92;h_max=1.9
	signal_peptide	NC_000964.3	2172640	2172732	-	92	signal peptide (BSUB_02099)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02099;cleavage_site=31
BSUB_02100	CDS	NC_000964.3	2172781	2172900	-	119	hypothetical protein	0.5	ab initio prediction:Prodigal			OP_0466:6/9	
BSUB_02101	CDS	NC_000964.3	2172932	2173450	-	518	NT5C	143.8	protein motif:Pfam-A	Pfam:PF06941.18		OP_0466:7/9	
BSUB_02102	CDS	NC_000964.3	2173459	2173956	-	497	hypothetical protein	56.9	ab initio prediction:Prodigal			OP_0466:8/9	
BSUB_02103	CDS	NC_000964.3	2173956	2174111	-	155	hypothetical protein	25.9	ab initio prediction:Prodigal			OP_0466:9/9	
BSUB_02104	CDS	NC_000964.3	2174104	2174319	-	215	YorP	183.7	protein motif:Pfam-A	Pfam:PF09629.17		OP_0467:1/16	
BSUB_02105	CDS	NC_000964.3	2174352	2174549	-	197	Phage_YorO	150.0	protein motif:Pfam-A	Pfam:PF27084.1		OP_0467:2/16	
BSUB_02106	CDS	NC_000964.3	2174585	2174743	-	158	Phage_YorN	115.2	protein motif:Pfam-A	Pfam:PF27092.1		OP_0467:3/16	
BSUB_02107	CDS	NC_000964.3	2174852	2175511	-	659	3D	45.3	protein motif:Pfam-A	Pfam:PF06725.18		OP_0467:4/16	
BSUB_02108	CDS	NC_000964.3	2175596	2179513	-	3917	DNA_pol3_alpha	214.4	protein motif:Pfam-A	Pfam:PF07733.19		OP_0467:5/16	
BSUB_02109	CDS	NC_000964.3	2179526	2181256	-	1730	DHH	63.5	protein motif:Pfam-A	Pfam:PF01368.28		OP_0467:6/16	
BSUB_02110	CDS	NC_000964.3	2181256	2182392	-	1136	hypothetical protein	86.8	ab initio prediction:Prodigal			OP_0467:7/16	
BSUB_02111	CDS	NC_000964.3	2182408	2183922	-	1514	DnaB_C	55.3	protein motif:Pfam-A	Pfam:PF03796.22		OP_0467:8/16	signal_peptide:1..23;score=1.47;h_max=2.1
	signal_peptide	NC_000964.3	2183854	2183922	-	68	signal peptide (BSUB_02111)	1.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02111;cleavage_site=23
BSUB_02112	CDS	NC_000964.3	2183937	2184407	-	470	Phage_SPbeta_YorH	120.3	protein motif:Pfam-A	Pfam:PF26927.1		OP_0467:9/16	
BSUB_02113	CDS	NC_000964.3	2184450	2185421	-	971	AAA_24	162.8	protein motif:Pfam-A	Pfam:PF13479.13		OP_0467:10/16	
BSUB_02114	CDS	NC_000964.3	2185504	2186418	-	914	YorF	259.0	protein motif:Pfam-A	Pfam:PF27337.1		OP_0467:11/16	
BSUB_02115	CDS	NC_000964.3	2186440	2186811	-	371	YorE	135.1	protein motif:Pfam-A	Pfam:PF27492.1		OP_0467:12/16	
BSUB_02116	CDS	NC_000964.3	2186985	2187299	-	314	XkdW	48.7	protein motif:Pfam-A	Pfam:PF09636.17		OP_0467:13/16	
BSUB_02117	CDS	NC_000964.3	2187376	2187756	-	380	hypothetical protein	35.1	ab initio prediction:Prodigal			OP_0467:14/16	
BSUB_02118	CDS	NC_000964.3	2187819	2188115	-	296	hypothetical protein	40.0	ab initio prediction:Prodigal			OP_0467:15/16	
BSUB_02119	CDS	NC_000964.3	2188204	2189964	-	1760	Beta_helix	135.2	protein motif:Pfam-A	Pfam:PF13229.13		OP_0467:16/16	
BSUB_02120	CDS	NC_000964.3	2189961	2190785	-	824	Gamma_PGA_hydro	245.0	protein motif:Pfam-A	Pfam:PF05908.17		OP_0468:1/3	
BSUB_02121	CDS	NC_000964.3	2190884	2191279	-	395	hypothetical protein	57.2	ab initio prediction:Prodigal			OP_0468:2/3	
BSUB_02122	CDS	NC_000964.3	2191334	2191555	-	221	hypothetical protein	29.3	ab initio prediction:Prodigal			OP_0468:3/3	
BSUB_02123	CDS	NC_000964.3	2191626	2192300	+	674	SRAP	267.6	protein motif:Pfam-A	Pfam:PF02586.20		OP_0469:1/2	
BSUB_02124	CDS	NC_000964.3	2192370	2193182	+	812	DNA_ligase_A_M	106.3	protein motif:Pfam-A	Pfam:PF01068.27		OP_0469:2/2	
BSUB_02125	CDS	NC_000964.3	2193248	2193661	-	413	YoqU	247.0	protein motif:Pfam-A	Pfam:PF27459.1			
BSUB_02126	CDS	NC_000964.3	2193827	2193976	+	149	hypothetical protein	9.3	ab initio prediction:Prodigal				
BSUB_02127	CDS	NC_000964.3	2194053	2194400	-	347	hypothetical protein	39.5	ab initio prediction:Prodigal			OP_0470:1/2	
BSUB_02128	CDS	NC_000964.3	2194402	2194758	-	356	hypothetical protein	34.3	ab initio prediction:Prodigal			OP_0470:2/2	
BSUB_02129	CDS	NC_000964.3	2194718	2195059	-	341	hypothetical protein	42.7	ab initio prediction:Prodigal				
BSUB_02130	CDS	NC_000964.3	2195173	2195547	+	374	YoqO	130.9	protein motif:Pfam-A	Pfam:PF14037.12			signal_peptide:1..32;score=2.59;h_max=2.64
	signal_peptide	NC_000964.3	2195173	2195268	+	95	signal peptide (BSUB_02130)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02130;cleavage_site=32
BSUB_02131	CDS	NC_000964.3	2195564	2195779	-	215	hypothetical protein	23.3	ab initio prediction:Prodigal				
BSUB_02132	CDS	NC_000964.3	2195986	2196264	+	278	hypothetical protein	38.4	ab initio prediction:Prodigal				signal_peptide:1..25;score=2.62;h_max=2.8
	signal_peptide	NC_000964.3	2195986	2196060	+	74	signal peptide (BSUB_02132)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02132;cleavage_site=25
BSUB_02133	CDS	NC_000964.3	2196389	2196913	-	524	HNH	39.6	protein motif:Pfam-A	Pfam:PF01844.30			
BSUB_02134	CDS	NC_000964.3	2197344	2197859	-	515	YpsA	78.9	protein motif:Pfam-A	Pfam:PF06908.17		OP_0471:1/9	signal_peptide:1..34;score=2.41;h_max=1.86
	signal_peptide	NC_000964.3	2197758	2197859	-	101	signal peptide (BSUB_02134)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02134;cleavage_site=34
BSUB_02135	CDS	NC_000964.3	2198070	2198264	-	194	hypothetical protein	20.9	ab initio prediction:Prodigal			OP_0471:2/9	
BSUB_02136	CDS	NC_000964.3	2198313	2198765	-	452	YoqH	185.4	protein motif:Pfam-A	Pfam:PF26349.1		OP_0471:3/9	signal_peptide:1..23;score=2.19;h_max=3.11
	signal_peptide	NC_000964.3	2198697	2198765	-	68	signal peptide (BSUB_02136)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02136;cleavage_site=23
BSUB_02137	CDS	NC_000964.3	2198848	2199105	-	257	hypothetical protein	38.4	ab initio prediction:Prodigal			OP_0471:4/9	
BSUB_02138	CDS	NC_000964.3	2199150	2199353	-	203	hypothetical protein	3.8	ab initio prediction:Prodigal			OP_0471:5/9	
BSUB_02139	CDS	NC_000964.3	2199362	2199526	-	164	hypothetical protein	11.1	ab initio prediction:Prodigal			OP_0471:6/9	
BSUB_02140	CDS	NC_000964.3	2199580	2200335	-	755	ANT	111.4	protein motif:Pfam-A	Pfam:PF03374.20		OP_0471:7/9	
BSUB_02141	CDS	NC_000964.3	2200376	2200783	-	407	hypothetical protein	33.7	ab initio prediction:Prodigal			OP_0471:8/9	
BSUB_02142	CDS	NC_000964.3	2200790	2201128	-	338	hypothetical protein	42.8	ab initio prediction:Prodigal			OP_0471:9/9	
BSUB_02143	CDS	NC_000964.3	2201125	2201472	-	347	hypothetical protein	51.9	ab initio prediction:Prodigal			OP_0472:1/3	
BSUB_02144	CDS	NC_000964.3	2201488	2201691	-	203	hypothetical protein	13.9	ab initio prediction:Prodigal			OP_0472:2/3	
BSUB_02145	CDS	NC_000964.3	2201705	2201983	-	278	hypothetical protein	32.9	ab initio prediction:Prodigal			OP_0472:3/3	
BSUB_02146	CDS	NC_000964.3	2201980	2202384	-	404	YopX	88.2	protein motif:Pfam-A	Pfam:PF09643.16			
BSUB_02147	CDS	NC_000964.3	2202381	2202716	-	335	hypothetical protein	41.5	ab initio prediction:Prodigal			OP_0473:1/4	
BSUB_02148	CDS	NC_000964.3	2202805	2202999	-	194	hypothetical protein	24.2	ab initio prediction:Prodigal			OP_0473:2/4	
BSUB_02149	CDS	NC_000964.3	2203111	2203308	-	197	hypothetical protein	1.8	ab initio prediction:Prodigal			OP_0473:3/4	
BSUB_02150	CDS	NC_000964.3	2203378	2203596	-	218	Yopt	170.8	protein motif:Pfam-A	Pfam:PF09467.16		OP_0473:4/4	
BSUB_02151	CDS	NC_000964.3	2203779	2204003	+	224	HTH_26	47.8	protein motif:Pfam-A	Pfam:PF13443.13			
BSUB_02152	CDS	NC_000964.3	2204192	2205169	-	977	MrpR_C_cat	205.7	protein motif:Pfam-A	Pfam:PF22823.3		OP_0474:1/3	
BSUB_02153	CDS	NC_000964.3	2205193	2206575	-	1382	DndB	57.9	protein motif:Pfam-A	Pfam:PF14072.12		OP_0474:2/3	
BSUB_02154	CDS	NC_000964.3	2206682	2207758	-	1076	Phage_integrase	41.3	protein motif:Pfam-A	Pfam:PF00589.28		OP_0474:3/3	
BSUB_02155	CDS	NC_000964.3	2207748	2207960	-	212	HTH_3	43.7	protein motif:Pfam-A	Pfam:PF01381.29		OP_0475:1/3	
BSUB_02156	CDS	NC_000964.3	2208008	2208325	-	317	Phage_SPbeta_YopN	238.8	protein motif:Pfam-A	Pfam:PF26877.1		OP_0475:2/3	
BSUB_02157	CDS	NC_000964.3	2208328	2208528	-	200	hypothetical protein	25.2	ab initio prediction:Prodigal			OP_0475:3/3	
BSUB_02158	CDS	NC_000964.3	2208855	2208980	-	125	YopL_AimP	95.7	protein motif:Pfam-A	Pfam:PF26811.1		OP_0476:1/5	signal_peptide:1..15;score=2.79;h_max=3.54
	signal_peptide	NC_000964.3	2208936	2208980	-	44	signal peptide (BSUB_02158)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02158;cleavage_site=15
BSUB_02159	CDS	NC_000964.3	2208994	2210154	-	1160	AimR	365.0	protein motif:Pfam-A	Pfam:PF22871.3		OP_0476:2/5	
BSUB_02160	CDS	NC_000964.3	2210331	2210747	-	416	YopJ_bacilli	158.3	protein motif:Pfam-A	Pfam:PF26333.1		OP_0476:3/5	
BSUB_02161	CDS	NC_000964.3	2210749	2211282	-	533	hypothetical protein	43.0	ab initio prediction:Prodigal			OP_0476:4/5	
BSUB_02162	CDS	NC_000964.3	2211309	2211899	-	590	SieB	151.9	protein motif:Pfam-A	Pfam:PF14163.12		OP_0476:5/5	
BSUB_02163	CDS	NC_000964.3	2211884	2212015	-	131	hypothetical protein	4.2	ab initio prediction:Prodigal			OP_0477:1/3	
BSUB_02164	CDS	NC_000964.3	2212026	2212241	-	215	hypothetical protein	28.0	ab initio prediction:Prodigal			OP_0477:2/3	
BSUB_02165	CDS	NC_000964.3	2212245	2212496	-	251	YopE-YndK	123.0	protein motif:Pfam-A	Pfam:PF27611.1		OP_0477:3/3	
BSUB_02166	CDS	NC_000964.3	2212848	2213078	+	230	hypothetical protein	10.4	ab initio prediction:Prodigal				signal_peptide:1..20;score=1.83;h_max=3.75
	signal_peptide	NC_000964.3	2212848	2212907	+	59	signal peptide (BSUB_02166)	1.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02166;cleavage_site=20
BSUB_02167	CDS	NC_000964.3	2213083	2213478	-	395	UPF0715	186.6	protein motif:Pfam-A	Pfam:PF17094.10		OP_0478:1/4	
BSUB_02168	CDS	NC_000964.3	2213536	2214864	-	1328	hypothetical protein	113.7	ab initio prediction:Prodigal			OP_0478:2/4	
BSUB_02169	CDS	NC_000964.3	2214972	2215199	-	227	HTH_26	63.3	protein motif:Pfam-A	Pfam:PF13443.13		OP_0478:3/4	
BSUB_02170	CDS	NC_000964.3	2215460	2216776	-	1316	YopA_C	156.1	protein motif:Pfam-A	Pfam:PF27216.1		OP_0478:4/4	
BSUB_02171	CDS	NC_000964.3	2217133	2217639	-	506	hypothetical protein	75.7	ab initio prediction:Prodigal				
BSUB_02172	CDS	NC_000964.3	2217967	2219199	-	1232	YonV_C	221.1	protein motif:Pfam-A	Pfam:PF27199.1		OP_0479:1/2	
BSUB_02173	CDS	NC_000964.3	2219281	2219469	-	188	hypothetical protein	17.3	ab initio prediction:Prodigal			OP_0479:2/2	
BSUB_04272	CDS	NC_000964.3	2220168	2220254	-	86	hypothetical protein	6.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0480:1/3	small_orf;rbs_score=6.0
BSUB_02174	CDS	NC_000964.3	2220335	2220946	-	611	hypothetical protein	68.3	ab initio prediction:Prodigal			OP_0480:2/3	signal_peptide:1..20;score=2.14;h_max=2.89
	signal_peptide	NC_000964.3	2220887	2220946	-	59	signal peptide (BSUB_02174)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02174;cleavage_site=20
BSUB_02175	CDS	NC_000964.3	2221061	2221387	-	326	HTH_3	59.6	protein motif:Pfam-A	Pfam:PF01381.29		OP_0480:3/3	
BSUB_02176	CDS	NC_000964.3	2221838	2221951	-	113	hypothetical protein	0.8	ab initio prediction:Prodigal				
BSUB_02177	CDS	NC_000964.3	2222340	2222534	+	194	hypothetical protein	35.1	ab initio prediction:Prodigal			OP_0481:1/3	signal_peptide:1..28;score=2.36;h_max=1.62
	signal_peptide	NC_000964.3	2222340	2222423	+	83	signal peptide (BSUB_02177)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02177;cleavage_site=28
BSUB_02178	CDS	NC_000964.3	2222574	2225093	+	2519	hypothetical protein	224.9	ab initio prediction:Prodigal			OP_0481:2/3	
BSUB_02179	CDS	NC_000964.3	2225337	2225615	+	278	Bac_DNA_binding	124.7	protein motif:Pfam-A	Pfam:PF00216.27		OP_0481:3/3	
BSUB_04273	CDS	NC_000964.3	2226059	2226115	+	56	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_04275	CDS	NC_000964.3	2226377	2226454	-	77	hypothetical protein	6.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=6.0
BSUB_04274	CDS	NC_000964.3	2227122	2227196	-	74	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_02180	CDS	NC_000964.3	2227297	2227488	+	191	YonK	94.9	protein motif:Pfam-A	Pfam:PF09642.17		OP_0482:1/2	
BSUB_02181	CDS	NC_000964.3	2227505	2228722	+	1217	YonJ_N	107.6	protein motif:Pfam-A	Pfam:PF27386.1		OP_0482:2/2	
BSUB_02182	CDS	NC_000964.3	2228756	2229166	-	410	hypothetical protein	53.1	ab initio prediction:Prodigal				
BSUB_02183	CDS	NC_000964.3	2229385	2229885	+	500	hypothetical protein	51.5	ab initio prediction:Prodigal			OP_0483:1/2	
BSUB_02184	CDS	NC_000964.3	2229988	2230908	+	920	YonG_N	116.9	protein motif:Pfam-A	Pfam:PF27269.1		OP_0483:2/2	
BSUB_02185	CDS	NC_000964.3	2230895	2232664	+	1769	hypothetical protein	168.6	ab initio prediction:Prodigal			OP_0484:1/7	
BSUB_02186	CDS	NC_000964.3	2232682	2234202	+	1520	hypothetical protein	167.7	ab initio prediction:Prodigal			OP_0484:2/7	
BSUB_02187	CDS	NC_000964.3	2234233	2235669	+	1436	YonD_N	171.7	protein motif:Pfam-A	Pfam:PF27290.1		OP_0484:3/7	
BSUB_02188	CDS	NC_000964.3	2235694	2236230	+	536	hypothetical protein	75.8	ab initio prediction:Prodigal			OP_0484:4/7	
BSUB_02189	CDS	NC_000964.3	2236269	2237285	+	1016	YonB	468.0	protein motif:Pfam-A	Pfam:PF27364.1		OP_0484:5/7	
BSUB_02190	CDS	NC_000964.3	2237321	2237791	+	470	hypothetical protein	62.8	ab initio prediction:Prodigal			OP_0484:6/7	
BSUB_02191	CDS	NC_000964.3	2237806	2238201	+	395	hypothetical protein	30.3	ab initio prediction:Prodigal			OP_0484:7/7	
BSUB_02192	CDS	NC_000964.3	2238198	2238452	+	254	hypothetical protein	20.4	ab initio prediction:Prodigal				
BSUB_02193	CDS	NC_000964.3	2238436	2239086	+	650	YomX_N	114.2	protein motif:Pfam-A	Pfam:PF27289.1			
BSUB_02194	CDS	NC_000964.3	2239083	2239589	+	506	YomW	99.8	protein motif:Pfam-A	Pfam:PF27256.1			
BSUB_02195	CDS	NC_000964.3	2239586	2240296	+	710	YomV_2nd	68.9	protein motif:Pfam-A	Pfam:PF27211.1		OP_0485:1/7	
BSUB_02196	CDS	NC_000964.3	2240339	2241136	+	797	YomU_Tube	261.0	protein motif:Pfam-A	Pfam:PF27173.1		OP_0485:2/7	
BSUB_02197	CDS	NC_000964.3	2241256	2241765	+	509	hypothetical protein	16.3	ab initio prediction:Prodigal			OP_0485:3/7	
BSUB_02198	CDS	NC_000964.3	2241765	2241992	+	227	hypothetical protein	10.7	ab initio prediction:Prodigal			OP_0485:4/7	
BSUB_02199	CDS	NC_000964.3	2242053	2242412	+	359	XepA	141.1	protein motif:Pfam-A	Pfam:PF27453.1		OP_0485:5/7	
BSUB_02200	CDS	NC_000964.3	2242414	2243631	+	1217	YomR_C	172.0	protein motif:Pfam-A	Pfam:PF27455.1		OP_0485:6/7	
BSUB_02201	CDS	NC_000964.3	2243642	2243992	+	350	Phage_YomQ_N	80.2	protein motif:Pfam-A	Pfam:PF27183.1		OP_0485:7/7	
BSUB_02202	CDS	NC_000964.3	2243989	2244180	+	191	Phage_XkdX	56.5	protein motif:Pfam-A	Pfam:PF09693.16		OP_0486:1/2	
BSUB_02203	CDS	NC_000964.3	2244230	2244730	+	500	YomO	165.0	protein motif:Pfam-A	Pfam:PF27287.1		OP_0486:2/2	
